gnutls 3.8.2-1
go 2:1.21.5-1
gobject-introspection 1.78.1-1
gobject-introspection-runtime 1.78.1-1
gperftools 2.13-2
gpgme 1.23.2-1
gpm 1.20.7.r38.ge82d1a6-5
gptfdisk 1.0.9-2
graphene 1.10.8-1
graphite 1:1.3.14-3
grep 3.11-1
groff 1.23.0-5
gsettings-desktop-schemas 45.0-1
gsfonts 20200910-3
gsm 1.0.22-1
gspell 1.12.2-2
gssdp 1.6.3-1
gssproxy 0.9.2-1
gst-libav 1.22.8-1
gst-plugin-gtk 1.22.8-1
gst-plugin-pipewire 1:1.0.0-2
gst-plugins-bad 1.22.8-1
gst-plugins-bad-libs 1.22.8-1
gst-plugins-base 1.22.8-1
gst-plugins-base-libs 1.22.8-1
gst-plugins-good 1.22.8-1
gst-plugins-ugly 1.22.8-1
gstreamer 1.22.8-1
gthumb 3.12.4-1
gtk-doc 1.33.2-3
gtk-engine-murrine 0.98.2-4
gtk-layer-shell 0.8.1-1
gtk-update-icon-cache 1:4.12.4-1
gtk2 2.24.33-3
gtk3 1:3.24.39-2
gtkmm3 3.24.8-1
gtksourceview3 1:3.24.11+r28+g73e57b57-1
gtksourceview4 4.8.4-1
guile 3.0.9-1
gumbo-parser 0.12.1-1
gupnp 1:1.6.6-1
gupnp-igd 1.6.0-1
gvfs 1.52.1-1
gvfs-afc 1.52.1-1
gvfs-gphoto2 1.52.1-1
gvfs-mtp 1.52.1-1
gvfs-nfs 1.52.1-1
gvfs-smb 1.52.1-1
gzip 1.13-2
harfbuzz 8.3.0-2
harfbuzz-icu 8.3.0-2
haskell-aeson 2.1.2.1-27
haskell-aeson-pretty 0.8.9-157
haskell-ansi-terminal 0.11.4-48
haskell-ansi-wl-pprint 0.6.9-400
haskell-appar 0.1.8-13
haskell-asn1-encoding 0.9.6-220
haskell-asn1-parse 0.9.5-220
haskell-asn1-types 0.3.4-199
haskell-assoc 1.0.2-226
haskell-async 2.2.5-3
haskell-attoparsec 0.14.4-65
haskell-attoparsec-iso8601 1.1.0.0-41
haskell-auto-update 0.1.6-324
haskell-base-compat 0.12.2-1
